,OBJECTID,Region,Division,ID,School,Municipali,Legislativ,Total_Enro,Total_Inst,Color_Code,Barangay,Province,District,Type_of_Sc,Rooms_used,Rooms_unused
3865,3866,Region VII,Negros Oriental,120427,Sta. Agueda ES,PAMPLONA,2nd,469,15,Blue,SANTA AGUEDA,NEGROS ORIENTAL,Pamplona,School with no Annexes,14.0,0.0
3866,3867,Region VII,Guihulngan City,120234,Basak ES,CITY OF GUIHULNGAN,1st,635,16,Blue,,NEGROS ORIENTAL,Guihulngan North,School with no Annexes,7.0,0.0
3867,3868,Region VII,Negros Oriental,120433,Janay-Janay ES,SAN JOSE,2nd,172,4,Blue,JANAYJANAY,NEGROS ORIENTAL,San Jose,School with no Annexes,4.0,0.0
3868,3869,Region VII,Negros Oriental,120438,Siapo ES,SAN JOSE,2nd,322,10,Blue,SIAPO,NEGROS ORIENTAL,San Jose,School with no Annexes,10.0,0.0
3869,3870,Region VII,Negros Oriental,120488,Escaguit ES,SIBULAN,2nd,123,4,Blue,ENRIQUE VILLANUEVA,NEGROS ORIENTAL,Sibulan,School with no Annexes,3.0,0.0
3870,3871,Region VII,Negros Oriental,120486,Calinawan ES,SIBULAN,2nd,171,5,Blue,ENRIQUE VILLANUEVA,NEGROS ORIENTAL,Sibulan,School with no Annexes,5.0,0.0
3871,3872,Region VII,Tanjay City,120567,Candanqui ES,CITY OF TANJAY,2nd,202,6,Blue,Barangay Azagra,NEGROS ORIENTAL,Tanjay City North,School with no Annexes,6.0,0.0
3872,3873,Region VII,Tanjay City,120570,Linogan ES,CITY OF TANJAY,2nd,53,4,Blue,Barangay San Miguel,NEGROS ORIENTAL,Tanjay City South,School with no Annexes,3.0,0.0
3873,3874,Region VII,Tanjay City,120573,Polo ES,CITY OF TANJAY,2nd,407,13,Blue,Barangay Polo,NEGROS ORIENTAL,Tanjay City South,School with no Annexes,12.0,0.0
3874,3875,Region VII,Tanjay City,120553,Fabiana B. Banogon MES (Camansi ES),CITY OF TANJAY,2nd,322,7,Yellow,Barangay Novallas,NEGROS ORIENTAL,Tanjay City West,School with no Annexes,8.0,0.0
3875,3876,Region VII,Negros Oriental,120614,Inas PS,VALENCIA (LUZURRIAGA),3rd,82,2,Blue,DOBDOB,NEGROS ORIENTAL,Valencia,School with no Annexes,3.0,0.0
3876,3877,Region VII,Negros Oriental,120616,Malabo PS,VALENCIA (LUZURRIAGA),3rd,64,3,Blue,MALABO,NEGROS ORIENTAL,Valencia,School with no Annexes,3.0,0.0
3877,3878,Region VII,Negros Oriental,120611,Caidiocan ES,VALENCIA (LUZURRIAGA),3rd,275,8,Blue,CAIDIOCAN,NEGROS ORIENTAL,Valencia,School with no Annexes,7.0,0.0
3878,3879,Region VII,Negros Oriental,120612,Dobdob ES,VALENCIA (LUZURRIAGA),3rd,134,6,Blue,DOBDOB,NEGROS ORIENTAL,Valencia,School with no Annexes,6.0,0.0
3879,3880,Region VII,Negros Oriental,120512,Manggolod ES,SANTA CATALINA,3rd,209,4,Gold,SAN JOSE,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,4.0,0.0
3880,3881,Region VII,Bayawan City,120123,Bayawan East CES,CITY OF BAYAWAN (TULONG),3rd,2667,69,Blue,TINAGO (POB.),NEGROS ORIENTAL,Bayawan East,Mother school,60.0,0.0
3881,3882,Region VII,Bayawan City,120135,Omod ES,CITY OF BAYAWAN (TULONG),3rd,699,14,Yellow,,NEGROS ORIENTAL,Bayawan East,School with no Annexes,13.0,3.0
3882,3883,Region VII,Bayawan City,120136,Pusi-on ES,CITY OF BAYAWAN (TULONG),3rd,194,6,Blue,,NEGROS ORIENTAL,Bayawan East,School with no Annexes,6.0,0.0
3883,3884,Region VII,Bayawan City,120140,Tavera ES,CITY OF BAYAWAN (TULONG),3rd,339,10,Blue,,NEGROS ORIENTAL,Bayawan East,School with no Annexes,9.0,1.0
3884,3885,Region VII,Bayawan City,120141,Villareal ES,CITY OF BAYAWAN (TULONG),3rd,299,13,Blue,,NEGROS ORIENTAL,Bayawan East,School with no Annexes,10.0,5.0
3885,3886,Region VII,Bayawan City,120124,Bolirocon ES,CITY OF BAYAWAN (TULONG),3rd,249,6,Blue,,NEGROS ORIENTAL,Bayawan East,School with no Annexes,8.0,0.0
3886,3887,Region VII,Bayawan City,120143,Banga CES,CITY OF BAYAWAN (TULONG),3rd,569,18,Blue,BANGA,NEGROS ORIENTAL,Bayawan West,School with no Annexes,15.0,1.0
3887,3888,Region VII,Bayawan City,120154,Holy Family ES,CITY OF BAYAWAN (TULONG),3rd,146,6,Blue,POBLACION,NEGROS ORIENTAL,Bayawan West,School with no Annexes,6.0,0.0
3888,3889,Region VII,Bayawan City,120151,Guisocon ES,CITY OF BAYAWAN (TULONG),3rd,303,7,Blue,NANGKA,NEGROS ORIENTAL,Bayawan West,School with no Annexes,7.0,0.0
3889,3890,Region VII,Bayawan City,120149,"Dean Felix Gaudiel, Sr. MES (Camp Mantapi PS)",CITY OF BAYAWAN (TULONG),3rd,228,6,Blue,,NEGROS ORIENTAL,Bayawan West,School with no Annexes,6.0,0.0
3890,3891,Region VII,Bayawan City,120147,Cansig-id PS,CITY OF BAYAWAN (TULONG),3rd,62,2,Blue,,NEGROS ORIENTAL,Bayawan West,School with no Annexes,3.0,0.0
3891,3892,Region VII,Negros Oriental,120519,San Miguel ES,SANTA CATALINA,3rd,248,6,Blue,SAN MIGUEL,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,6.0,0.0
3892,3893,Region VII,Negros Oriental,120522,Sto. Rosario ES,SANTA CATALINA,3rd,159,4,Blue,SANTO ROSARIO,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,6.0,1.0
3893,3894,Region VII,Negros Oriental,120520,San Vicente ES,SANTA CATALINA,3rd,184,6,Blue,SAN MIGUEL,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,7.0,0.0
3894,3895,Region VII,Negros Oriental,120501,Avocado ES,SANTA CATALINA,3rd,260,7,Blue,TALALAK,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,6.0,1.0
3895,3896,Region VII,Negros Oriental,120510,Kakha ES,SANTA CATALINA,3rd,315,5,Red,TALALAK,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,7.0,0.0
3896,3897,Region VII,Negros Oriental,120511,Kanggabok ES,SANTA CATALINA,3rd,227,4,Red,NAGBINLOD,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,6.0,0.0
3897,3898,Region VII,Negros Oriental,120516,Omol Elementary School,SANTA CATALINA,3rd,218,5,Blue,TALALAK,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,5.0,0.0
3898,3899,Region VII,Negros Oriental,120524,Talalak ES,SANTA CATALINA,3rd,57,2,Blue,TALALAK,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,2.0,0.0
3899,3900,Region VII,Negros Oriental,120502,Aw-a ES,SANTA CATALINA,3rd,193,5,Blue,POBLACION,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,4.0,2.0
3900,3901,Region VII,Negros Oriental,120506,Caranoche ES,SANTA CATALINA,3rd,590,17,Blue,CARANOCHE,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,15.0,2.0
3901,3902,Region VII,Negros Oriental,120507,Cawitan ES,SANTA CATALINA,3rd,1003,19,Gold,,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,21.0,0.0
3902,3903,Region VII,Negros Oriental,120509,Kabulakan ES,SANTA CATALINA,3rd,331,9,Blue,KABULACAN,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,9.0,0.0
3903,3904,Region VII,Negros Oriental,120515,Obat ES,SANTA CATALINA,3rd,350,8,Blue,OBAT,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,9.0,1.0
3904,3905,Region VII,Negros Oriental,120518,San Jose ES,SANTA CATALINA,3rd,223,9,Blue,SAN JOSE,NEGROS ORIENTAL,Sta. Catalina North,School with no Annexes,7.0,2.0
3905,3906,Region VII,Negros Oriental,120536,Manalongon-Nicolas N. Lajot CES,SANTA CATALINA,3rd,729,27,Blue,MANALONGON,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,20.0,0.0
3906,3907,Region VII,Negros Oriental,120526,Ambrosio M. Ramirez ES (Alangilan ES),SANTA CATALINA,3rd,575,18,Blue,ALANGILAN,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,17.0,1.0
3907,3908,Region VII,Negros Oriental,120534,Mabuhay ES,SANTA CATALINA,3rd,263,9,Blue,MABUHAY,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,6.0,0.0
3908,3909,Region VII,Negros Oriental,120537,Nagbalaye ES,SANTA CATALINA,3rd,501,17,Blue,NAGBALAYE,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,14.0,0.0
3909,3910,Region VII,Negros Oriental,120538,San Francisco ES,SANTA CATALINA,3rd,458,14,Blue,SAN FRANCISCO,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,10.0,0.0
3910,3911,Region VII,Negros Oriental,120529,Marcelino E. Elligan-Banlas ES,SANTA CATALINA,3rd,252,5,Yellow,,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,5.0,0.0
3911,3912,Region VII,Negros Oriental,120528,Baknit ES,SANTA CATALINA,3rd,104,2,Gold,SAN FRANCISCO,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,2.0,0.0
3912,3913,Region VII,Negros Oriental,120539,SAN ISIDRO ELEMENTARY SCHOOL,SANTA CATALINA,3rd,308,5,Red,SAN PEDRO,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,6.0,2.0
3913,3914,Region VII,Negros Oriental,120532,Fatima ES,SANTA CATALINA,3rd,204,7,Blue,FATIMA,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,6.0,0.0
3914,3915,Region VII,Negros Oriental,120533,Hingles ES,SANTA CATALINA,3rd,228,10,Blue,SAN FRANCISCO,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,11.0,0.0
3915,3916,Region VII,Negros Oriental,120531,Elias R. Macias Mem. ES (San Pedro ES),SANTA CATALINA,3rd,312,10,Blue,SAN PEDRO,NEGROS ORIENTAL,Sta. Catalina South,School with no Annexes,9.0,0.0
3916,3917,Region VII,Negros Oriental,120468,Mantiquil ES,SIATON,3rd,384,4,Red,MANTIQUIL,NEGROS ORIENTAL,Siaton East,School with no Annexes,6.0,0.0
3917,3918,Region VII,Negros Oriental,120475,Pio Macahig MES,SIATON,3rd,824,19,Blue,BONAWON,NEGROS ORIENTAL,Siaton West,School with no Annexes,19.0,0.0
3918,3919,Region VII,Negros Oriental,120444,Apoloy ES,SIATON,3rd,248,6,Blue,APOLOY,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3919,3920,Region VII,Negros Oriental,120471,Nawacat Elementary School,SIATON,3rd,343,8,Blue,CASALA-AN,NEGROS ORIENTAL,Siaton East,School with no Annexes,8.0,0.0
3920,3921,Region VII,Negros Oriental,120481,Tubod ES,SIATON,3rd,87,2,Blue,CASALA-AN,NEGROS ORIENTAL,Siaton East,School with no Annexes,,
3921,3922,Region VII,Negros Oriental,120449,Calanan E/S,SIATON,3rd,39,2,Blue,BONAWON,NEGROS ORIENTAL,Siaton West,School with no Annexes,2.0,0.0
3922,3923,Region VII,Negros Oriental,120456,Catipon E/S,SIATON,3rd,161,0,Black,BONAWON,NEGROS ORIENTAL,Siaton West,School with no Annexes,3.0,0.0
3923,3924,Region VII,Negros Oriental,120479,Talaptap ES,SIATON,3rd,51,1,Gold,,NEGROS ORIENTAL,Siaton West,School with no Annexes,1.0,0.0
3924,3925,Region VII,Negros Oriental,120472,Olambid ES,SIATON,3rd,112,2,Red,ALBIGA,NEGROS ORIENTAL,Siaton West,School with no Annexes,2.0,0.0
3925,3926,Region VII,Negros Oriental,120450,Calangag ES,SIATON,3rd,215,2,Red,BONAWON,NEGROS ORIENTAL,Siaton West,School with no Annexes,5.0,0.0
3926,3927,Region VII,Negros Oriental,120463,Luan-Luan PS,SIATON,3rd,56,1,Red,CANAWAY,NEGROS ORIENTAL,Siaton East,School with no Annexes,2.0,0.0
3927,3928,Region VII,Negros Oriental,120465,Maladpad ES,SIATON,3rd,268,6,Blue,GILIGA-ON,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3928,3929,Region VII,Negros Oriental,120473,Pagang ES,SIATON,3rd,152,2,Red,CATICUGAN,NEGROS ORIENTAL,Siaton West,School with no Annexes,4.0,0.0
3929,3930,Region VII,Negros Oriental,120459,Felipe Tayko MCES,SIATON,3rd,1552,38,Blue,POBLACION I,NEGROS ORIENTAL,Siaton East,School with no Annexes,23.0,0.0
3930,3931,Region VII,Negros Oriental,120454,Casalaan ES,SIATON,3rd,271,6,Blue,CASALA-AN,NEGROS ORIENTAL,Siaton East,School with no Annexes,6.0,0.0
3931,3932,Region VII,Negros Oriental,120460,Giligaon ES,SIATON,3rd,615,13,Yellow,GILIGA-ON,NEGROS ORIENTAL,Siaton West,School with no Annexes,11.0,0.0
3932,3933,Region VII,Negros Oriental,120461,Inalad ES,SIATON,3rd,589,12,Yellow,SUMALIRING,NEGROS ORIENTAL,Siaton East,School with no Annexes,13.0,0.0
3933,3934,Region VII,Negros Oriental,120464,Ramon Ponce De Leon MES (Malabuhan ES),SIATON,3rd,505,11,Blue,MALABUHAN,NEGROS ORIENTAL,Siaton East,School with no Annexes,7.0,0.0
3934,3935,Region VII,Negros Oriental,120466,MALOH CENTRAL SCHOOL,SIATON,3rd,986,16,Red,ALBIGA,NEGROS ORIENTAL,Siaton West,Mother school,17.0,0.0
3935,3936,Region VII,Negros Oriental,120469,Mantuyop ES,SIATON,3rd,273,7,Blue,MANTUYOP,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3936,3937,Region VII,Negros Oriental,120474,Palayuhan ES,SIATON,3rd,218,6,Blue,SI-IT,NEGROS ORIENTAL,Siaton East,School with no Annexes,7.0,0.0
3937,3938,Region VII,Negros Oriental,120442,Albiga ES,SIATON,3rd,236,7,Blue,ALBIGA,NEGROS ORIENTAL,Siaton East,School with no Annexes,6.0,2.0
3938,3939,Region VII,Negros Oriental,120476,Salag ES,SIATON,3rd,349,7,Yellow,SALAG,NEGROS ORIENTAL,Siaton West,School with no Annexes,8.0,0.0
3939,3940,Region VII,Negros Oriental,120478,Sandulot ES,SIATON,3rd,241,8,Blue,SANDULOT,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3940,3941,Region VII,Negros Oriental,120462,Lico-Lico ES,SIATON,3rd,208,6,Blue,BONAWON,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3941,3942,Region VII,Negros Oriental,120477,San Jose ES,SIATON,3rd,96,3,Blue,SAN JOSE,NEGROS ORIENTAL,Siaton East,School with no Annexes,5.0,0.0
3942,3943,Region VII,Negros Oriental,120480,Tayak ES,SIATON,3rd,225,5,Blue,TAYAK,NEGROS ORIENTAL,Siaton East,School with no Annexes,5.0,0.0
3943,3944,Region VII,Negros Oriental,120445,Bantolinao ES,SIATON,3rd,164,5,Blue,CABANGAHAN,NEGROS ORIENTAL,Siaton West,School with no Annexes,5.0,0.0
3944,3945,Region VII,Negros Oriental,120458,Datag ES,SIATON,3rd,145,5,Blue,DATAG,NEGROS ORIENTAL,Siaton East,School with no Annexes,6.0,0.0
3945,3946,Region VII,Negros Oriental,120443,Antulang ES,SIATON,3rd,54,4,Blue,SI-IT,NEGROS ORIENTAL,Siaton East,School with no Annexes,4.0,0.0
3946,3947,Region VII,Negros Oriental,120446,Bonbonon ES,SIATON,3rd,280,7,Blue,BONBONON,NEGROS ORIENTAL,Siaton East,School with no Annexes,7.0,0.0
3947,3948,Region VII,Negros Oriental,120451,Lamberto L. Macias Elementary School (Cambonbon ES),SIATON,3rd,253,7,Blue,SANDULOT,NEGROS ORIENTAL,Siaton West,School with no Annexes,7.0,0.0
3948,3949,Region VII,Negros Oriental,120467,Managobsob ES,SIATON,3rd,223,3,Red,SANDULOT,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3949,3950,Region VII,Negros Oriental,120457,Cruz Gadiane E/S,SIATON,3rd,154,2,Red,SALAG,NEGROS ORIENTAL,Siaton West,School with no Annexes,3.0,0.0
3950,3951,Region VII,Negros Oriental,120470,Nasipit ES,SIATON,3rd,232,2,Red,CABANGAHAN,NEGROS ORIENTAL,Siaton West,School with no Annexes,5.0,0.0
3951,3952,Region VII,Negros Oriental,120447,Lindy Pajunar MES (Bondo ES),SIATON,3rd,440,7,Red,NAPACAO,NEGROS ORIENTAL,Siaton East,School with no Annexes,7.0,0.0
3952,3953,Region VII,Negros Oriental,120448,Cabangahan ES,SIATON,3rd,318,13,Blue,CABANGAHAN,NEGROS ORIENTAL,Siaton West,School with no Annexes,7.0,0.0
3953,3954,Region VII,Negros Oriental,120452,Canaway ES,SIATON,3rd,316,7,Blue,CANAWAY,NEGROS ORIENTAL,Siaton East,School with no Annexes,7.0,0.0
3954,3955,Region VII,Negros Oriental,120453,Candugay ES,SIATON,3rd,454,8,Red,CASALA-AN,NEGROS ORIENTAL,Siaton East,School with no Annexes,10.0,0.0
3955,3956,Region VII,Negros Oriental,120455,Caticugan ES,SIATON,3rd,225,6,Blue,CATICUGAN,NEGROS ORIENTAL,Siaton West,School with no Annexes,6.0,0.0
3956,3957,Region VII,Negros Oriental,120484,Bolocboloc ES,SIBULAN,2nd,743,22,Blue,BOLOCBOLOC,NEGROS ORIENTAL,Sibulan,School with no Annexes,19.0,0.0
3957,3958,Region VII,Negros Oriental,120439,Sra. Ascion ES,SAN JOSE,2nd,245,6,Blue,SEÃORA ASCION (CALO),NEGROS ORIENTAL,San Jose,School with no Annexes,5.0,0.0
3958,3959,Region VII,Negros Oriental,120020,Amlan CES,AMLAN (AYUQUITAN),2nd,825,26,Blue,,NEGROS ORIENTAL,Amlan,School with no Annexes,24.0,0.0
3959,3960,Region VII,Negros Oriental,120029,Tandayag ES,AMLAN (AYUQUITAN),2nd,144,10,Blue,,NEGROS ORIENTAL,Amlan,School with no Annexes,6.0,2.0
3960,3961,Region VII,Negros Oriental,120431,Jose R. Remollo ES (Cambaloctot ES),SAN JOSE,2nd,58,6,Blue,CAMBALOCTOT,NEGROS ORIENTAL,San Jose,School with no Annexes,6.0,0.0
3961,3962,Region VII,Negros Oriental,120432,Cancawas PS,SAN JOSE,2nd,73,2,Blue,BASAK,NEGROS ORIENTAL,San Jose,School with no Annexes,2.0,0.0
3962,3963,Region VII,Negros Oriental,120434,Pedro A. Remoto ES,SAN JOSE,2nd,216,13,Blue,JILOCON,NEGROS ORIENTAL,San Jose,School with no Annexes,6.0,0.0
3963,3964,Region VII,Negros Oriental,120435,Naiba PS,SAN JOSE,2nd,104,4,Blue,NAIBA,NEGROS ORIENTAL,San Jose,School with no Annexes,4.0,0.0
3964,3965,Region VII,Negros Oriental,120436,San Jose CES,SAN JOSE,2nd,750,23,Blue,POBLACION,NEGROS ORIENTAL,San Jose,School with no Annexes,18.0,3.0
3965,3966,Region VII,Negros Oriental,120440,Tampi ES,SAN JOSE,2nd,228,13,Blue,TAMPI,NEGROS ORIENTAL,San Jose,School with no Annexes,7.0,3.0
3966,3967,Region VII,Negros Oriental,120441,Tapon Norte ES,SAN JOSE,2nd,245,6,Blue,TAPON NORTE,NEGROS ORIENTAL,San Jose,School with no Annexes,6.0,0.0
3967,3968,Region VII,Negros Oriental,120493,Maningcao ES,SIBULAN,2nd,386,10,Blue,MANINGCAO,NEGROS ORIENTAL,Sibulan,School with no Annexes,8.0,0.0
3968,3969,Region VII,Negros Oriental,120495,San Antonio ES,SIBULAN,2nd,415,14,Blue,SAN ANTONIO,NEGROS ORIENTAL,Sibulan,School with no Annexes,14.0,0.0
3969,3970,Region VII,Negros Oriental,120497,Tubigon Elementary School,SIBULAN,2nd,158,6,Blue,TUBIGON,NEGROS ORIENTAL,Sibulan,School with no Annexes,6.0,0.0
3970,3971,Region VII,Negros Oriental,120492,Magsaysay MES,SIBULAN,2nd,530,21,Blue,POBLACION,NEGROS ORIENTAL,Sibulan,School with no Annexes,12.0,0.0
3971,3972,Region VII,Negros Oriental,120489,Libertad Ong Calderon MES (Ajong ES),SIBULAN,2nd,389,18,Blue,AJONG,NEGROS ORIENTAL,Sibulan,School with no Annexes,11.0,4.0
3972,3973,Region VII,Negros Oriental,120483,Balugo ES,SIBULAN,2nd,284,10,Blue,BALUGO,NEGROS ORIENTAL,Sibulan,School with no Annexes,7.0,1.0
3973,3974,Region VII,Bais City,120093,Lo-oc ES,BAIS CITY,2nd,240,9,Blue,Lo-oc,NEGROS ORIENTAL,Bais City South,School with no Annexes,7.0,0.0
3974,3975,Region VII,Negros Oriental,120499,Tubtubon ES,SIBULAN,2nd,304,9,Blue,,NEGROS ORIENTAL,Sibulan,School with no Annexes,9.0,0.0
3975,3976,Region VII,Negros Oriental,120485,Calabnugan ES,SIBULAN,2nd,167,6,Blue,CALABNUGAN,NEGROS ORIENTAL,Sibulan,School with no Annexes,6.0,0.0
3976,3977,Region VII,Negros Oriental,120487,Cangmating ES,SIBULAN,2nd,334,13,Blue,CANGMATING,NEGROS ORIENTAL,Sibulan,School with no Annexes,8.0,3.0
3977,3978,Region VII,Negros Oriental,120496,Sibulan Central Elementary School,SIBULAN,2nd,1151,39,Blue,POBLACION,NEGROS ORIENTAL,Sibulan,School with no Annexes,36.0,0.0
3978,3979,Region VII,Negros Oriental,120491,Magatas ES,SIBULAN,2nd,186,9,Blue,MAGATAS,NEGROS ORIENTAL,Sibulan,School with no Annexes,6.0,0.0
3979,3980,Region VII,Negros Oriental,120494,Maslog ES,SIBULAN,2nd,384,13,Blue,MASLOG,NEGROS ORIENTAL,Sibulan,School with no Annexes,11.0,0.0
3980,3981,Region VII,Negros Oriental,120619,Palinpinon ES,VALENCIA (LUZURRIAGA),3rd,233,9,Blue,PALINPINON,NEGROS ORIENTAL,Valencia,School with no Annexes,5.0,0.0
3981,3982,Region VII,Negros Oriental,120621,Pulangbato ES,VALENCIA (LUZURRIAGA),3rd,157,10,Blue,PULANGBATO,NEGROS ORIENTAL,Valencia,School with no Annexes,7.0,1.0
3982,3983,Region VII,Negros Oriental,120605,Badiang PS,VALENCIA (LUZURRIAGA),3rd,50,2,Blue,PULANGBATO,NEGROS ORIENTAL,Valencia,School with no Annexes,2.0,0.0
3983,3984,Region VII,Negros Oriental,120607,Balili PS,VALENCIA (LUZURRIAGA),3rd,46,2,Blue,BALILI,NEGROS ORIENTAL,Valencia,School with no Annexes,0.0,0.0
3984,3985,Region VII,Negros Oriental,120622,Sagbang ES,VALENCIA (LUZURRIAGA),3rd,107,6,Blue,SAGBANG,NEGROS ORIENTAL,Valencia,School with no Annexes,6.0,0.0
3985,3986,Region VII,Negros Oriental,120483,Balugo ES,SIBULAN,2nd,284,10,Blue,BALUGO,NEGROS ORIENTAL,Sibulan,School with no Annexes,7.0,1.0
3986,3987,Region VII,Negros Oriental,120586,Linao ES,TAYASAN,1st,194,7,Blue,LINAO,NEGROS ORIENTAL,Tayasan,School with no Annexes,3.0,0.0
3987,3988,Region VII,Negros Oriental,120056,Tambo ES,AYUNGON,1st,718,18,Blue,TAMBO,NEGROS ORIENTAL,Ayungon,School with no Annexes,15.0,3.0
3988,3989,Region VII,Negros Oriental,120030,Amdus ES,AYUNGON,1st,147,7,Blue,AMDUS,NEGROS ORIENTAL,Ayungon,School with no Annexes,4.0,0.0
3989,3990,Region VII,Negros Oriental,120341,Banban ES,MABINAY,2nd,255,5,Gold,ABIS,NEGROS ORIENTAL,Mabinay II,School with no Annexes,4.0,0.0
3990,3991,Region VII,Negros Oriental,120035,Buenavista ES,AYUNGON,1st,107,8,Blue,ATABAY,NEGROS ORIENTAL,Ayungon,School with no Annexes,4.0,2.0
3991,3992,Region VII,Negros Oriental,120038,Canlukduhan PS,AYUNGON,1st,84,1,Red,GOMENTOC,NEGROS ORIENTAL,Ayungon,School with no Annexes,2.0,0.0
3992,3993,Region VII,Negros Oriental,120040,Duli-Duli ES,AYUNGON,1st,201,4,Yellow,TIBYAWAN,NEGROS ORIENTAL,Ayungon,School with no Annexes,2.0,0.0
3993,3994,Region VII,Negros Oriental,120041,Gomentoc ES,AYUNGON,1st,305,11,Blue,GOMENTOC,NEGROS ORIENTAL,Ayungon,School with no Annexes,11.0,2.0
3994,3995,Region VII,Negros Oriental,120042,Inacban PS,AYUNGON,1st,190,5,Blue,INACBAN,NEGROS ORIENTAL,Ayungon,School with no Annexes,5.0,0.0
3995,3996,Region VII,Negros Oriental,120044,Jandalamanon ES,AYUNGON,1st,224,5,Blue,JANDALAMANON,NEGROS ORIENTAL,Ayungon,School with no Annexes,2.0,0.0
3996,3997,Region VII,Negros Oriental,120045,Kilaban ES,AYUNGON,1st,161,5,Blue,KILABAN,NEGROS ORIENTAL,Ayungon,School with no Annexes,5.0,0.0
3997,3998,Region VII,Negros Oriental,120047,Libtacon PS,AYUNGON,1st,88,3,Blue,BAN-BAN,NEGROS ORIENTAL,Ayungon,School with no Annexes,3.0,0.0
3998,3999,Region VII,Negros Oriental,120048,Maaslum ES,AYUNGON,1st,222,5,Blue,MAASLUM,NEGROS ORIENTAL,Ayungon,School with no Annexes,5.0,0.0
3999,4000,Region VII,Negros Oriental,120050,Manogtong ES,AYUNGON,1st,152,2,Red,MANOGTONG,NEGROS ORIENTAL,Ayungon,School with no Annexes,3.0,0.0
4000,4001,Region VII,Negros Oriental,120058,Tibyawan ES,AYUNGON,1st,325,6,Gold,TIBYAWAN,NEGROS ORIENTAL,Ayungon,School with no Annexes,5.0,0.0
4001,4002,Region VII,Negros Oriental,120578,Bago ES,TAYASAN,1st,498,8,Red,BAGO,NEGROS ORIENTAL,Tayasan,School with no Annexes,9.0,0.0
4002,4003,Region VII,Negros Oriental,120580,Cambaye ES,TAYASAN,1st,247,6,Blue,CAMBAYE,NEGROS ORIENTAL,Tayasan,School with no Annexes,6.0,0.0
4003,4004,Region VII,Negros Oriental,120581,DALAUPON ELEMENTARY SCHOOL,TAYASAN,1st,177,4,Blue,DALAUPON,NEGROS ORIENTAL,Tayasan,School with no Annexes,4.0,0.0
4004,4005,Region VII,Negros Oriental,120582,Guincalaban ES,TAYASAN,1st,261,8,Blue,,NEGROS ORIENTAL,Tayasan,School with no Annexes,5.0,0.0
4005,4006,Region VII,Negros Oriental,120584,Jilabangan ES,TAYASAN,1st,245,6,Blue,JILABANGAN,NEGROS ORIENTAL,Tayasan,School with no Annexes,6.0,0.0
4006,4007,Region VII,Negros Oriental,120585,Lag-it ES,TAYASAN,1st,279,5,Gold,LAG-IT,NEGROS ORIENTAL,Tayasan,School with no Annexes,6.0,0.0
4007,4008,Region VII,Negros Oriental,120588,Mabigo ES,TAYASAN,1st,135,4,Blue,LAG-IT,NEGROS ORIENTAL,Tayasan,School with no Annexes,4.0,0.0
4008,4009,Region VII,Negros Oriental,120589,Maglihe ES,TAYASAN,1st,151,4,Blue,MAGLIHE,NEGROS ORIENTAL,Tayasan,School with no Annexes,6.0,0.0
4009,4010,Region VII,Negros Oriental,120592,Nabilog ES,TAYASAN,1st,225,5,Blue,TAMBULAN,NEGROS ORIENTAL,Tayasan,School with no Annexes,5.0,0.0
4010,4011,Region VII,Negros Oriental,120594,Pinalubngan ES,TAYASAN,1st,213,3,Red,PINALUBNGAN,NEGROS ORIENTAL,Tayasan,School with no Annexes,0.0,0.0
4011,4012,Region VII,Negros Oriental,120595,Pindahan ES,TAYASAN,1st,259,3,Red,PINDAHAN,NEGROS ORIENTAL,Tayasan,School with no Annexes,6.0,0.0
